Image name,Position Y,Position X,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Pixel value 1,Pixel value 2,Pixel value 3,Pixel value 4,Pixel value 5,Pixel value 6,Pixel value 7,Pixel value 8,Pixel value 9,Pixel value 10,Pixel value 11,Pixel value 12,Pixel value 13,Pixel value 14,Pixel value 15,Pixel value 16,Pixel value 17,Pixel value 18,Pixel value 19,Pixel value 20,Pixel value 21,Pixel value 22,Pixel value 23,Pixel value 24,Pixel value 25,Pixel value 26,Pixel value 27,Pixel value 28,Pixel value 29,Pixel value 30,Pixel value 31,Pixel value 32,Pixel value 33,Pixel value 34,Pixel value 35,Pixel value 36,Pixel value 37,Pixel value 38,Pixel value 39,Pixel value 40,Pixel value 41,Pixel value 42,Pixel value 43,Pixel value 44,Pixel value 45,Pixel value 46,Pixel value 47,Pixel value 48,Pixel value 49,Pixel value 50,Pixel value 51,Pixel value 52,Pixel value 53,Pixel value 54,Pixel value 55,Pixel value 56,Pixel value 57,Pixel value 58,Pixel value 59,Pixel value 60,Pixel value 61,Pixel value 62,Pixel value 63,Pixel value 64,Pixel value 65,Pixel value 66,Pixel value 67,Pixel value 68,Pixel value 69,Pixel value 70,Pixel value 71,Pixel value 72,Pixel value 73,Pixel value 74,Pixel value 75,Pixel value 76,Pixel value 77,Pixel value 78,Pixel value 79,Pixel value 80,Pixel value 81,Number of annotations,Percentage classified foreground,Class,User annotation details,
slow_20ms_15msexp0000.png,302,265,9639927.70,1.28,176711.69,0.15,0.00,3598,7196,3084,7967,5654,8738,3598,3598,13364,11822,9252,6682,6682,5140,9252,9766,5140,2827,6939,12850,14906,2827,10794,10280,10023,7710,5911,3598,7967,19018,13621,20046,14906,7196,8481,3855,6168,9252,4883,13364,21074,20817,17476,5397,11051,4112,4369,12079,16962,29812,20046,13878,11565,2570,7196,2056,5397,19018,13107,11565,5140,10537,2056,8995,3855,4883,6425,3855,16962,11308,11051,11565,2570,5911,7967,9509,1799,3855,10794,2056,4883,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,425,346,9525540.43,1.85,214312.43,0.39,0.00,8481,5911,9509,7196,7967,3598,17219,5911,4112,14135,6682,3855,20046,9509,6168,10023,8738,10023,4883,6425,19789,10794,9252,14135,7967,11308,13878,7967,13107,8224,7710,26985,17476,9252,10023,7196,9252,4883,17476,7710,15163,8995,25186,12850,6682,7196,13107,6682,12336,16705,22359,10537,12850,17219,12593,7710,14906,6682,6682,11308,14392,10280,12079,8738,15163,10280,8995,10280,14906,6168,9766,6168,8224,7967,7196,6168,11308,11565,8481,14392,15677,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,307,307,9446381.10,0.25,191560.65,0.01,0.00,1799,8995,10537,9252,6939,13878,4626,6168,12336,10794,5397,6425,20560,1542,10023,4112,3084,2827,8224,2570,11565,13364,6682,4369,6939,5397,7453,5654,12850,10794,9766,5654,7967,6168,6939,5911,7196,12593,11308,14649,21845,24415,8224,2056,6939,7196,4626,4369,7710,14392,11565,9252,16448,7710,6682,12079,7453,8738,14135,11051,2570,4112,11565,5140,7967,2313,14906,9509,5911,10023,7453,10023,8224,6682,6425,7196,19018,3855,5397,12850,3598,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,28,339,9402488.39,1.61,207142.89,0.29,0.00,7453,6168,4369,9509,3084,6168,4626,14392,10794,10537,10023,7453,2570,10280,2827,10023,7967,7196,4369,6425,4369,5654,15163,9252,12336,5140,9252,6682,5397,7196,12850,15934,6682,12079,10280,8738,5654,10023,11822,16962,13107,25957,8224,14649,11565,2570,7967,14392,22616,19018,13107,23387,7710,17219,3341,15934,3084,10280,10537,5654,7196,6168,2570,6168,7453,8995,12336,6939,14135,7196,8738,8481,8224,5397,3598,13621,5911,20817,6939,3084,2313,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,263,212,9028783.82,1.61,229568.51,0.33,0.00,10280,8481,7967,8995,2827,3341,5140,7196,2570,8738,2056,2570,4369,14392,11051,4626,4883,12593,7196,5397,4369,8481,3855,8738,4626,6168,7453,5140,6168,3598,26728,15677,26214,10023,8224,5654,3598,7710,14649,12593,23644,6939,8738,23130,2827,12850,13364,3855,4369,13878,12336,17990,7453,1542,9766,13364,9252,17990,9509,14135,11565,11308,12593,2313,10537,6425,4112,13878,4369,11822,8995,9252,5140,10537,9509,9766,4883,3341,4626,5140,6682,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,138,401,8959917.19,1.10,244669.14,0.17,0.00,18247,4369,5397,11565,2827,19789,2313,7453,9509,6425,3341,2570,4883,9766,8224,8995,10794,5911,8224,7196,5397,8738,5911,9766,18761,5397,3341,6682,7453,14906,22359,13878,19789,10794,9766,2827,6168,2056,9252,18504,11308,22359,13878,8224,1799,12336,17476,10537,17733,34438,29555,7453,8995,2313,8995,7710,7710,4626,18247,29041,2056,8224,7710,4626,9252,5140,4369,8481,18504,7453,6682,7196,3341,5397,8995,5911,1799,16191,4626,6425,2570,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,320,448,8678869.53,1.53,196503.37,0.27,0.00,10794,7453,9252,7196,17219,8995,1542,6939,7967,3341,3598,2827,4883,4626,5911,8224,17219,9509,5397,5911,7453,7967,8738,12336,5140,5397,4369,5911,6425,8224,18504,19018,5911,13621,7453,3598,5140,3598,7453,13364,15420,16448,16962,8481,8481,5140,5397,10023,16705,17476,8224,30583,5140,7196,13364,7453,11565,10023,19275,11308,12336,6425,4626,11822,4112,4369,8995,9766,5140,10280,8738,9766,7453,11565,4626,6168,10537,5140,13364,6939,10537,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,320,448,8593573.64,1.53,207694.27,0.28,0.00,10794,7453,9252,7196,17219,8995,1542,6939,7967,3341,3598,2827,4883,4626,5911,8224,17219,9509,5397,5911,7453,7967,8738,12336,5140,5397,4369,5911,6425,8224,18504,19018,5911,13621,7453,3598,5140,3598,7453,13364,15420,16448,16962,8481,8481,5140,5397,10023,16705,17476,8224,30583,5140,7196,13364,7453,11565,10023,19275,11308,12336,6425,4626,11822,4112,4369,8995,9766,5140,10280,8738,9766,7453,11565,4626,6168,10537,5140,13364,6939,10537,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,420,470,8529781.75,0.23,211794.82,0.01,0.00,2827,4369,8995,13107,15677,16191,4112,3598,10794,6168,10794,4883,10794,4883,28527,4112,5140,4369,5140,6168,8481,5397,7196,4626,4112,13621,1285,4883,12079,9766,3598,7967,6682,4112,11051,4883,7196,8738,5140,6682,13107,34438,7710,5397,4626,8995,9509,4112,3341,4883,11308,10023,4883,7453,4112,12336,11051,11308,3855,3341,8738,7710,13107,4369,5911,11051,8995,8224,7196,12336,2827,5654,6939,11822,2313,11565,6939,18504,2056,6939,6682,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,179,319,8518393.24,1.38,198533.92,0.22,0.00,7196,8738,2056,5140,2827,5911,4883,5654,20817,4369,14392,10023,15163,3598,6168,7453,13364,8481,5397,5397,5140,4626,8224,9252,17990,4626,5654,6682,6939,12850,12850,11051,17990,13621,6168,9766,2313,10023,2313,13107,22359,20560,21331,5397,3598,3598,4626,10794,13621,11308,23387,11051,15934,7196,8995,18761,5654,6939,19018,17219,17219,8224,8481,5654,10794,6682,12593,11822,10280,12336,7710,10537,8995,4883,9252,11308,11051,11565,15934,5911,4369,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,327,391,8270669.72,0.94,249455.85,0.13,0.00,5911,9252,7710,6682,10280,7453,17733,9766,5654,2056,7196,9766,2313,12850,9509,16191,5397,7196,4112,6425,8224,7453,14906,17219,6939,7196,10537,5397,2056,5911,13878,8995,15420,23130,8224,4883,16191,6682,10023,11565,23130,24158,22616,6168,12079,10794,13364,10794,11308,32639,39835,28784,7196,8224,17219,7967,7967,7196,10537,18504,19789,8481,10023,11051,8738,11822,5397,26985,5397,19275,9766,19275,6168,8995,2570,7453,14906,16962,11051,6939,17219,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,337,232,8265455.70,1.43,296807.41,0.37,0.00,16962,13878,15163,11565,1799,9252,9766,11051,6168,4626,10537,10537,11308,4112,6168,3341,7967,13107,4883,4883,3084,4883,7967,16705,12593,14906,14649,6939,5911,18761,8995,14392,20046,11051,14906,5397,6939,18247,5911,12593,18504,19789,31868,15934,9252,7453,3598,26214,22873,25186,15420,20046,11565,4112,12336,13878,20303,15163,14392,17219,7710,12079,7196,12850,6168,8738,7967,17733,9252,9766,16191,10794,10794,5911,11822,3855,6168,12336,16962,5140,14649,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,102,335,8091640.82,1.11,160266.13,0.12,0.00,3598,4369,3084,5654,9509,9766,7710,18761,10023,3598,6682,12593,3341,4369,8481,4626,7453,4626,4626,8738,9509,10794,8995,4626,9509,6425,3598,2570,3084,12593,3341,12079,11822,12593,7453,7710,5911,7196,5397,8481,22873,27499,12593,8995,9766,10023,12336,6425,14135,16191,24929,22873,5397,10023,2570,8481,7967,7453,14135,25957,14649,15420,4112,6425,7967,9252,10794,8995,11565,6682,12336,3341,3341,10023,5654,13621,10794,3341,8481,3598,10023,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,426,355,7946663.72,1.47,223049.67,0.30,0.00,4626,6425,3341,8224,8995,7453,9252,6682,11308,10023,4112,4112,10537,9509,5140,10794,3341,9252,3598,9766,14135,4883,9252,8995,9766,8995,4626,5911,4369,7196,12079,7453,11822,12593,14906,1542,5397,10280,15934,15163,10280,13107,27499,7453,8995,5911,14906,6425,25443,12850,19275,20303,7196,4369,8481,4626,4112,10537,25700,14135,9766,8224,4626,8224,3084,12079,5654,6939,11565,4112,9252,17990,9766,10537,3341,15420,13878,6425,5140,7710,13107,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,246,192,7920935.48,1.33,224240.27,0.25,0.00,4883,1799,8995,3084,8481,9509,7196,9252,8738,7967,8224,4626,2056,3341,6425,4883,6682,4626,5397,4883,8224,2827,6939,4369,1799,18504,3084,7710,3598,11051,14392,19532,14906,3855,3341,12336,5654,14906,8738,19018,16962,22102,13621,17476,2570,5397,10023,13364,13107,21845,14135,16191,3598,15934,20560,5140,5140,16448,10794,14135,14392,5654,5654,5397,3855,9766,7967,4626,9252,21074,3855,3598,17476,4626,14135,13107,5911,5911,13107,3341,10280,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,318,395,7829820.57,1.24,203535.06,0.20,0.00,6425,8224,10537,8224,9252,5140,7710,9766,10794,7967,11565,9766,7710,7710,7196,9252,7967,7196,10537,8738,6168,17990,13878,7453,9766,11822,15420,4112,10537,6168,6682,18247,11051,10794,10280,9509,10023,10280,15677,12593,18247,21845,16962,13878,9766,12593,13878,7196,24672,19789,31611,8995,13878,12593,5397,7710,10023,24929,19275,11051,17476,4626,4626,10537,8738,7710,9766,12079,17733,6425,9766,8738,12850,14649,17219,8224,12850,9252,3084,6939,3855,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,78,340,7705154.70,1.13,197811.31,0.17,0.00,6939,4883,16705,5397,10537,10794,3855,4112,6939,10280,5654,1799,12336,7710,12593,8481,13107,7196,7453,9252,12336,12593,11822,4369,8481,7196,7453,8738,6682,12079,14135,17219,18247,10280,6168,6939,8738,11308,11822,11565,24672,17219,19275,17476,5654,2313,3598,9252,7196,25700,31097,14392,7453,11565,7967,7710,7710,21845,12850,12850,9252,13621,11565,9509,6168,13878,11051,1285,12593,7196,12850,6682,6168,2056,15934,5654,12336,7196,3855,15163,5911,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,470,221,7630909.63,0.17,192237.18,0.00,0.00,10280,10794,10794,4626,6425,6168,7453,5140,6682,3341,3598,10794,5140,2570,5654,8995,4369,1028,3084,11051,9766,10537,5911,3598,5140,4112,10023,15934,10537,12079,8995,14649,2570,12850,5140,5911,2570,3855,5397,13621,16448,25186,4883,4883,2313,14392,8481,6682,13621,6682,6682,3598,16705,4883,6939,2056,8995,9766,5397,12336,6425,2570,10794,1799,7710,7967,12593,10537,11822,2827,7967,10794,4626,15420,3084,9252,3341,12336,1542,4112,6939,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,360,438,7604349.58,0.24,170785.87,0.01,0.00,6682,11822,3341,3855,5654,5911,5140,7967,5654,5654,7196,5397,5911,5140,2313,7967,8481,7710,10023,11308,13878,3598,6939,7453,8995,5654,12079,4112,6425,5397,8738,5911,9766,6939,7967,5911,12593,13364,4112,7453,23901,23644,3084,13107,7196,5397,8481,14392,6682,10280,7967,20817,7967,6168,3341,9509,11308,10794,2827,4369,10280,2056,6425,7710,9252,16705,10537,10023,5911,5654,14135,6682,3855,12336,5397,3084,8738,4883,12593,4626,8738,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,306,233,7514316.84,0.23,187617.79,0.01,0.00,10537,6939,5140,2827,4112,13878,6168,5911,9252,8738,3341,4883,2827,8481,9509,1542,5397,3855,4369,7710,11308,1285,12850,11822,3598,11308,3598,2570,2827,3341,13878,3084,14906,12079,7196,3084,4883,2570,11308,10280,12850,12079,14649,6682,17476,5654,7453,8995,5654,7453,28013,4626,2827,10023,5140,5140,8738,7453,10537,5654,6939,14906,5654,13621,7196,2056,6168,11565,3084,11051,6682,15420,11051,3084,5654,10537,6682,6682,5911,12336,8224,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,185,320,7423564.80,1.43,200815.51,0.28,0.00,18761,5654,6939,19018,17219,17219,8224,8481,4369,10794,6682,12593,11822,10280,12336,7710,10537,6168,4883,9252,11308,11051,11565,15934,5911,4369,5140,6425,12079,8738,5654,4883,17476,15934,3341,8738,3855,13621,4883,11308,10023,27242,18504,15420,4626,7967,5911,19532,15677,22102,12850,11822,10280,8995,7453,7710,4112,12850,9252,22359,9766,8738,8224,3084,7453,8224,16962,11051,15677,7453,8481,11308,5140,13621,5654,4883,6425,10794,4626,14906,4112,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,336,289,7420201.21,1.38,190224.51,0.24,0.00,11051,5397,8224,6682,7967,7710,5911,6939,14906,9766,2313,5654,16448,10280,7967,15420,9509,5654,1799,6425,15420,8738,15934,7196,8738,7453,4883,12079,3341,11308,14649,16448,15934,10537,6168,6425,6939,11822,11822,8995,21588,17990,17219,5397,3855,13878,16448,3341,15420,16962,16705,7453,10280,15420,3598,3855,6425,8738,22616,9252,8224,7710,3341,11051,3341,8481,9509,4626,10023,6939,5654,7710,3598,5911,12850,6425,2313,9766,4112,15677,5654,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,341,331,7416741.60,1.10,292097.40,0.24,0.00,6425,26214,7453,14649,5397,14135,11051,13364,11565,16191,13878,15420,14135,14135,15677,7710,21845,14135,5911,8481,11308,21331,9509,12593,9252,20817,13107,12336,12336,10023,16705,14906,17219,21074,16191,12079,15677,13107,9766,17219,34952,35723,29041,19789,8738,7453,10280,12336,20303,21331,12850,22359,17219,9252,12079,25443,13364,5140,27499,12336,13621,8995,21845,10794,7453,19789,2570,14392,11051,15163,14392,2313,11051,7710,6682,7196,8224,24672,12593,4369,8995,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,269,433,7289216.56,1.64,264630.29,0.49,0.00,10537,4626,3598,4369,6939,4112,5140,7453,4369,771,5654,16705,5140,13364,12593,13878,5397,10794,8738,8481,6682,12336,8481,12593,5654,12593,2056,2313,5397,9252,11565,9252,16191,11822,5140,9252,6425,9509,17476,14135,11308,20046,15163,1285,13878,13621,10023,17733,17476,7967,13878,21588,14649,10537,11051,6939,5140,6939,24415,15934,10280,6425,5911,11051,7196,5911,10794,7196,8995,13878,7967,3341,3341,12593,8224,2056,9766,11565,6682,6168,9509,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,426,355,7249620.20,1.41,224877.48,0.31,0.00,4626,6425,3341,8224,8995,7453,9252,6682,11308,10023,4112,4112,10537,9509,5140,10794,3341,9252,3598,9766,14135,4883,9252,8995,9766,8995,4626,5911,4369,7196,12079,7453,11822,12593,14906,1542,5397,10280,15934,15163,10280,13107,27499,7453,8995,5911,14906,6425,25443,12850,19275,20303,7196,4369,8481,4626,4112,10537,25700,14135,9766,8224,4626,8224,3084,12079,5654,6939,11565,4112,9252,17990,9766,10537,3341,15420,13878,6425,5140,7710,13107,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,290,253,7137166.76,1.67,201683.22,0.39,0.00,7196,8738,3084,6425,6425,3084,8738,10537,4883,10537,5911,16705,5654,7967,7710,7453,5397,7710,7196,4883,14135,20046,4112,10280,8481,4112,5140,18504,1799,5911,11565,20303,11051,13107,5397,10537,8224,18504,9766,8995,14906,12079,9252,13364,4626,6168,11565,9252,10537,13621,18247,18504,2056,3341,8224,6168,10280,5140,16962,13621,9252,5911,17219,7710,2570,9766,4369,9252,12336,12079,9766,6168,8738,9252,8224,6168,8738,11565,11822,5911,11565,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,292,364,6688189.96,0.98,188335.86,0.14,0.00,6168,9509,9252,7453,3855,17219,7710,8995,7967,4883,10023,12850,16962,5397,3598,9252,7196,6682,9766,8224,10794,6682,12850,5911,10794,4369,7967,7710,14135,10537,6682,19018,19018,10280,16191,13621,3341,11308,4112,22873,27756,24415,12336,6939,9252,3084,12593,6682,6939,19018,29041,14906,7453,5911,17219,6168,10023,9252,20303,10280,11051,12850,14392,3855,3855,9509,10023,11565,6168,8224,3341,5654,11822,7196,4112,9509,6168,10537,8224,2570,12336,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,340,324,6237848.18,0.93,262491.93,0.18,0.00,5911,6939,13878,19275,11822,5911,9766,14649,11565,5911,2570,5911,22873,13621,15677,8224,6425,26214,5654,11308,10280,21845,6682,10794,16448,16191,13878,9766,10023,6682,10537,25957,20046,14392,5911,8481,8995,18761,7196,20560,28270,26471,26214,12336,12336,5654,11822,12336,9252,20560,36494,20046,15677,13107,14392,9509,21331,15677,11051,10023,7967,7453,10280,3598,11565,12593,8224,17990,16448,18761,12079,25443,8738,1799,6939,6168,5911,7967,20817,10794,7453,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,235,283,6100666.90,0.88,195862.60,0.12,0.00,5654,4112,12336,13621,6168,3598,5911,12079,10537,17990,5140,4883,10537,5911,5911,5397,6168,10537,7196,14135,7196,4369,6168,5397,13107,5140,5911,6682,4112,3855,4883,10537,8481,8224,7967,11051,1799,6425,1799,19789,29298,16705,10537,9509,14135,5911,5654,4883,9252,23130,33667,8738,12079,7196,3855,5397,12850,16705,8995,15677,13107,7710,13364,5911,9766,3084,15163,17733,5911,4883,9766,2313,4112,5397,12336,5911,10023,9766,12079,7453,5911,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,111,362,5955897.99,1.17,205714.14,0.24,0.00,7710,9766,3341,3598,6425,16448,1799,17219,10537,3855,8481,3341,8224,4112,16191,8995,5654,4883,8738,9252,4112,6425,6168,2570,11308,12079,12336,5397,9509,9252,13107,16962,17219,7453,4112,3341,2827,7710,12593,9252,17733,9252,20560,6168,9252,5397,13107,7453,21074,24929,19532,9509,7453,14392,5654,5140,3598,12850,11308,5911,20560,7453,9252,10537,16962,6168,5397,11051,5911,2313,13107,8481,10794,6168,15420,3598,6168,5140,14135,6682,14392,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,211,425,5717415.63,1.15,234348.14,0.27,0.00,3341,7453,5654,3598,11822,3341,8738,2313,7453,6425,5911,23387,6682,9766,10537,5397,5397,5140,9252,5654,5654,7710,8995,8738,14906,8738,6425,4883,10537,16705,12850,21331,12593,12593,2313,15420,9252,8738,5397,13878,16448,29041,8995,11822,10794,21588,14649,12079,17990,23901,8995,20560,6168,16962,11565,15420,8481,16191,6682,11051,7710,19275,5397,6682,6939,3341,12593,12079,8481,8224,7710,6168,15677,3341,9766,9252,6682,7710,6682,10794,17733,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,369,420,5516189.93,1.09,205469.43,0.22,0.00,7967,8224,1285,4369,6168,4112,6425,2313,7196,4369,5654,12850,1542,7196,6425,3855,7453,4626,11822,12593,19789,9252,6682,7967,18761,6682,10023,8481,6939,16448,13107,15420,13107,9766,9766,9252,4883,10023,8738,11051,11051,18504,16705,5911,16705,7196,5654,13621,8481,29812,20817,21845,8481,4369,4369,3855,10280,12336,16705,9252,9509,6939,13107,4112,8995,6939,9509,3598,15934,11822,7710,17733,5654,4626,8224,9252,7967,14392,4883,14135,5911,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,279,221,5090256.37,1.33,185593.88,0.32,0.00,3341,8995,5397,4883,6682,5397,4626,10537,3084,3341,3341,13621,14135,5654,5140,19789,5140,10023,5140,9252,12336,4626,9766,9766,5140,3341,8738,5654,8224,10023,12079,17219,11822,10794,3855,12850,5397,10794,8481,7453,22102,9252,3855,4112,7196,5654,7967,11565,12593,11051,21588,7710,5140,4883,7196,4626,7453,10023,14392,9766,10794,11051,11051,3598,11822,9252,14649,4883,7710,14649,7710,12593,3084,7196,14649,10280,7710,5911,9766,3855,2827,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,414,503,5068964.78,1.39,171915.75,0.33,0.00,10280,3341,3855,4112,4112,8995,8738,7453,4112,10023,9766,4369,5654,5911,10280,8995,2313,6682,3341,16191,9766,8738,4883,6168,3084,18247,5654,8481,5911,5911,10280,14135,13878,11308,3341,6682,3341,4369,12079,11051,4626,14392,9766,12079,7967,7967,11565,2313,10537,20303,14649,5654,10280,5911,3084,5911,7453,18247,11051,9252,2056,4626,8481,3855,7967,5654,3341,7196,6425,12336,3855,4369,5911,7710,5140,8738,4369,1799,2313,7453,6425,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,412,297,4979865.66,1.08,222012.08,0.26,0.00,6168,5911,11822,4112,20046,8224,16962,8995,9509,10280,5397,13364,2313,10537,2827,5140,13107,10280,7710,10794,20303,10280,3084,16705,12336,14906,17219,8995,2056,8224,9509,10023,11565,5397,13621,7196,10794,10023,11051,12850,19275,28784,8224,6425,4626,7710,6682,13364,18247,10794,22616,12593,7710,10794,6682,10023,8738,10023,20817,10794,9766,24672,7453,5654,12850,6168,6939,11308,17476,3341,5140,6682,4369,3855,14392,8738,7196,13878,8224,9766,4369,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,333,395,4967180.44,0.99,262815.22,0.26,0.00,10537,18504,19789,8481,10023,7196,4112,11051,23901,26985,5397,19275,9766,19275,5911,6168,8481,4883,14906,16962,11051,6939,17219,8738,7196,1542,9509,9766,4626,6168,21845,12850,15934,17733,7453,4883,7196,21588,14392,15420,30583,23387,10280,15677,4112,8481,11565,9766,15420,17219,13364,8224,14906,7710,14649,11051,15163,6939,17476,22616,7196,3598,12850,13364,10794,6682,11308,12336,9509,5654,5654,9766,16448,6939,4112,6425,10023,2827,10280,7196,2570,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,289,436,4883330.49,0.17,177445.39,0.01,0.00,7196,2827,6682,11308,2056,12079,12850,2056,7453,14135,10537,4883,4883,3855,4112,8738,5140,10280,2056,11308,6425,4626,11308,3598,10023,2827,9509,11565,3855,4626,6682,5911,10794,7710,5397,2056,8481,4626,12850,6939,5397,32382,1542,7710,5654,7967,2313,8224,2570,15420,8224,9766,8481,7710,10280,10023,3855,4883,10537,10280,3341,6425,6168,5140,8224,4369,9509,7710,9509,4112,10023,11822,10537,5140,6425,5140,3341,4369,11308,4112,9252,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,101,295,4874197.40,0.94,217412.97,0.20,0.00,2570,7710,4626,8995,5654,4883,2827,11308,15163,2313,7710,6425,6425,8995,12079,5140,12593,7453,3855,8995,6939,4112,14135,14649,2570,9252,6939,5911,4369,5654,13621,11822,13364,15420,6425,17990,7196,6682,2056,14392,22359,23901,7196,5397,8224,8224,5397,10794,15934,8738,25700,21588,4883,17990,11565,9766,11051,4112,4112,24158,5140,5911,4369,12336,8738,11051,17476,3084,8738,10023,11565,6168,5140,11308,6682,9509,4883,7710,3598,11565,17219,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,349,345,4789284.78,0.92,235527.23,0.21,0.00,9766,6168,7196,25957,2313,6425,9509,4112,9509,7196,7196,21845,2056,4112,7967,5654,2313,10280,9509,9252,12593,8738,9766,9766,16705,6682,8995,8481,18504,3341,12593,15677,6682,11051,6939,9509,3598,18247,11051,10023,27756,12593,20046,11308,6168,4626,10537,19789,14135,20303,29555,10023,7710,10537,5140,7453,6425,12850,7453,16705,14392,6939,6939,15934,9509,3598,8224,5911,7710,12850,7710,12850,7710,2570,3341,12850,9509,3084,10794,10794,8224,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,493,447,4536964.94,1.02,183187.06,0.21,0.00,7453,12079,7967,4883,2313,8224,6682,4883,9252,5911,5654,5654,17476,4883,13878,3855,7710,1285,8224,7710,5140,4112,10280,7453,12593,2827,9766,15677,5654,6425,11822,10280,15420,3855,12336,7710,6682,15420,5140,19532,20046,16191,13107,10794,8738,7967,5140,14906,12336,15420,19018,2313,3598,15420,3598,15420,9509,6682,9252,11308,6682,5140,7710,2056,9252,5397,10280,4883,5397,6939,7453,5911,4626,5654,6425,5140,14906,4369,6682,10280,3084,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,265,235,4520186.40,1.24,169337.12,0.29,0.00,8738,5397,8224,5140,11565,8738,5397,12850,5140,11822,8738,11308,11051,2570,3855,8224,6682,15677,10023,8738,9252,2570,7196,8995,2056,2827,6425,3084,3341,4883,11051,4883,9252,12850,9252,5397,4883,11051,10794,5397,16448,18761,9252,5397,5397,14906,7967,9766,13364,15677,9509,16191,9766,5140,9766,10023,5911,15163,3855,19275,11565,6425,4369,7453,7196,4369,11822,7967,6425,8481,5140,7453,5140,5397,13107,5140,10794,4369,10537,6425,5654,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,165,411,4119439.81,1.07,199880.92,0.28,0.00,2827,14135,11565,11308,4626,21074,9766,2056,6939,3341,6168,14906,2827,4369,9252,7453,16448,1542,3855,14392,3598,8995,5140,4626,6425,6682,5140,5654,4112,9509,4883,4626,8738,10023,7453,9252,3598,9509,7453,12593,18247,7710,20046,15163,8738,3598,6425,3341,15420,12850,25700,5397,13107,4369,8738,4369,7196,5140,10023,9252,14649,6425,15420,7710,1799,7453,3855,6425,9509,3598,5911,6939,4369,15163,6168,9252,3598,5654,8995,14135,5397,0,0.00,Foreground,write_str,
slow_20ms_15msexp0000.png,181,407,3948282.53,0.83,195735.96,0.17,0.00,4883,3084,2313,6939,5654,13621,11565,11051,6168,10023,9766,18504,2570,3855,9766,2056,4626,1542,9509,7710,2313,11565,5397,15420,6425,10794,3598,2313,2313,12593,9509,10794,8224,4626,7710,5654,8224,10280,6425,7710,20046,22616,17990,11565,4626,5397,5911,8224,10280,21845,17990,14392,4626,11822,17733,6682,12850,3598,7453,10023,8738,7710,5911,5140,8995,6425,6682,12593,9252,5911,14906,6939,4112,12850,5140,10537,3341,10280,4369,1542,17476,0,0.00,Foreground,write_str,
